placement,local_bsz,step_time,sync_time,gpu_time,data_time,other_time
0113,256,0.1265,0.0124,0.1213,0.0001,0.0051
0113,512,0.2251,0.0117,0.2185,0.0002,0.0064
0114,32,0.0451,0.0127,0.0406,0.0003,0.0042
0114,64,0.0549,0.0125,0.0498,0.0003,0.0048
0114,128,0.0765,0.0115,0.0712,0.0004,0.0049
0114,256,0.1255,0.0111,0.1197,0.0002,0.0056
0114,512,0.222,0.011,0.2172,0.0002,0.0046
0122,32,0.0495,0.0142,0.0435,0.0003,0.0057
0122,64,0.0593,0.0136,0.0514,0.0003,0.0075
0122,128,0.0796,0.0137,0.0738,0.0003,0.0055
0122,256,0.1311,0.0134,0.1238,0.0002,0.0071
0122,512,0.2265,0.0126,0.2203,0.0002,0.006
0123,32,0.0483,0.0139,0.0429,0.0003,0.0051
0123,64,0.0555,0.0127,0.0501,0.0004,0.005
0123,128,0.0764,0.0131,0.0723,0.0004,0.0038
0123,256,0.127,0.0115,0.1208,0.0002,0.0061
0123,512,0.2256,0.0105,0.2173,0.0002,0.0081
0124,32,0.0476,0.0117,0.0403,0.0003,0.007
0124,64,0.0555,0.0106,0.0486,0.0003,0.0066
0124,128,0.076,0.0122,0.0715,0.0004,0.0041
0124,256,0.1255,0.0107,0.1199,0.0002,0.0055
0124,512,0.2201,0.0091,0.2151,0.0002,0.0049
0133,32,0.0441,0.0113,0.0396,0.0003,0.0042
0133,64,0.0516,0.0111,0.0474,0.0003,0.0039
0133,128,0.0754,0.0125,0.0715,0.0003,0.0036
0133,256,0.1255,0.0114,0.1203,0.0002,0.005
0133,512,0.2221,0.0101,0.2159,0.0002,0.006
0134,32,0.0447,0.0101,0.0389,0.0003,0.0055
0134,64,0.0531,0.0102,0.0471,0.0003,0.0057
0134,128,0.0752,0.0108,0.07,0.0004,0.0048
0134,256,0.124,0.0092,0.1179,0.0002,0.0059
0134,512,0.222,0.0083,0.2151,0.0002,0.0067
0144,32,0.0439,0.0091,0.0375,0.0003,0.0061
0144,64,0.0519,0.0091,0.0458,0.0003,0.0058
0144,128,0.0759,0.0103,0.0692,0.0003,0.0064
0144,256,0.146,0.0097,0.1187,0.0002,0.0271
0222,32,0.0506,0.0148,0.0447,0.0003,0.0056
0222,64,0.0598,0.013,0.0519,0.0003,0.0075
0222,128,0.0784,0.01,0.0705,0.0003,0.0076
0222,256,0.1282,0.0095,0.1201,0.0002,0.0079
0222,512,0.2235,0.0089,0.2162,0.0002,0.0071
0223,32,0.0491,0.0118,0.0419,0.0003,0.0069
0223,64,0.0555,0.0107,0.0481,0.0003,0.0071
0223,128,0.0788,0.0111,0.0715,0.0004,0.007
0223,256,0.1287,0.0107,0.1211,0.0002,0.0074
0223,512,0.2263,0.0112,0.219,0.0002,0.0072
0224,32,0.0499,0.0125,0.0414,0.0003,0.0082
0224,64,0.0539,0.009,0.0464,0.0003,0.0071
0224,128,0.0756,0.0095,0.0697,0.0004,0.0054
0224,256,0.1243,0.009,0.1183,0.0002,0.0058
0224,512,0.2355,0.0095,0.216,0.0002,0.0193
0233,32,0.0487,0.0124,0.0417,0.0003,0.0067
0233,64,0.0559,0.0105,0.0476,0.0003,0.008
0233,128,0.0774,0.0104,0.0699,0.0004,0.0071
0233,256,0.1255,0.0099,0.1195,0.0002,0.0058
0233,512,0.2247,0.0089,0.2162,0.0002,0.0083
0234,32,0.0503,0.0134,0.044,0.0004,0.006
0234,64,0.053,0.0101,0.0473,0.0003,0.0054
0234,128,0.0756,0.0106,0.0697,0.0003,0.0055
0234,256,0.1268,0.0099,0.12,0.0002,0.0066
0244,32,0.048,0.0119,0.0412,0.0003,0.0065
0244,64,0.0564,0.011,0.0482,0.0003,0.0079
0244,128,0.0764,0.0107,0.0699,0.0002,0.0063
0244,256,0.1246,0.0094,0.1183,0.0002,0.0061
0333,32,0.0481,0.0123,0.041,0.0003,0.0068
0333,64,0.0547,0.0107,0.0471,0.0003,0.0073
0333,128,0.0763,0.0103,0.0686,0.0003,0.0074
0333,256,0.1237,0.0089,0.1176,0.0002,0.0059
0334,32,0.0473,0.0113,0.0398,0.0003,0.0072
0334,64,0.054,0.0099,0.046,0.0003,0.0077
0334,128,0.0762,0.0101,0.0692,0.0002,0.0068
0334,256,0.1262,0.0096,0.119,0.0002,0.007
0344,32,0.0477,0.0116,0.0404,0.0003,0.007
0344,64,0.0537,0.0095,0.0461,0.0003,0.0073
0344,128,0.0759,0.0101,0.0686,0.0002,0.0071
0344,256,0.1242,0.0088,0.1178,0.0002,0.0062
0444,32,0.0488,0.0113,0.0409,0.0004,0.0076
0444,64,0.0533,0.0087,0.0461,0.0004,0.0069
0444,128,0.0744,0.0083,0.0671,0.0002,0.0071
0444,256,0.1251,0.0089,0.1176,0.0002,0.0073
1111,32,0.0315,0.0032,0.0284,0.0002,0.0028
1111,64,0.0422,0.0036,0.0374,0.0003,0.0046
1111,128,0.0626,0.0032,0.059,0.0003,0.0034
1111,256,0.1154,0.0046,0.1108,0.0004,0.0042
1111,512,0.2109,0.0057,0.2068,0.0002,0.004
1111,1024,0.4266,0.0116,0.4224,0.0002,0.004
1112,32,0.0367,0.0068,0.033,0.0003,0.0034
1112,64,0.047,0.0047,0.0393,0.0002,0.0075
1112,128,0.0678,0.0052,0.063,0.0003,0.0046
1112,256,0.1176,0.006,0.1127,0.0001,0.0047
1112,512,0.2135,0.0064,0.2094,0.0001,0.004
1113,32,0.035,0.0052,0.0313,0.0002,0.0035
1113,64,0.0437,0.0054,0.0398,0.0002,0.0037
1113,128,0.0666,0.0052,0.0625,0.0003,0.0038
1113,256,0.1165,0.0059,0.1128,0.0001,0.0036
1113,512,0.2143,0.0078,0.2101,0.0002,0.004
1114,32,0.0373,0.0055,0.0328,0.0002,0.0042
1114,64,0.0459,0.0068,0.0419,0.0003,0.0038
1114,128,0.069,0.0063,0.0642,0.0003,0.0045
1114,256,0.1187,0.0066,0.1144,0.0001,0.0042
1114,512,0.2177,0.009,0.2128,0.0001,0.0047
1122,32,0.0374,0.0049,0.0324,0.0002,0.0048
1122,64,0.0453,0.0064,0.0416,0.0002,0.0035
1122,128,0.0695,0.0065,0.0648,0.0003,0.0044
1122,256,0.1171,0.0057,0.1131,0.0001,0.0039
1122,512,0.2147,0.0065,0.21,0.0001,0.0046
1123,32,0.0366,0.0055,0.0329,0.0002,0.0035
1123,64,0.0449,0.0063,0.0412,0.0003,0.0035
1123,128,0.0671,0.0054,0.0632,0.0003,0.0036
1123,256,0.1195,0.0082,0.1157,0.0001,0.0036
1123,512,0.217,0.0083,0.212,0.0002,0.0048
1124,32,0.0372,0.0055,0.0332,0.0002,0.0038
1124,64,0.0462,0.0065,0.0419,0.0003,0.004
1124,128,0.0672,0.0056,0.0636,0.0003,0.0033
1124,256,0.121,0.0069,0.1152,0.0002,0.0056
1124,512,0.2174,0.009,0.213,0.0001,0.0043
1133,32,0.0394,0.0063,0.0336,0.0003,0.0055
1133,64,0.045,0.0065,0.0414,0.0003,0.0033
1133,128,0.0663,0.0048,0.0619,0.0003,0.0041
1133,256,0.1166,0.0061,0.1132,0.0001,0.0033
1133,512,0.2152,0.0081,0.2112,0.0001,0.0038
1134,32,0.0382,0.0067,0.0336,0.0003,0.0044
1134,64,0.0455,0.0055,0.0412,0.0003,0.0041
1134,128,0.067,0.0053,0.0632,0.0002,0.0036
1134,256,0.1191,0.0067,0.1142,0.0002,0.0047
1144,32,0.0392,0.007,0.0346,0.0003,0.0044
1144,64,0.0476,0.0066,0.0431,0.0003,0.0043
1144,128,0.0682,0.006,0.0643,0.0001,0.0037
1144,256,0.1194,0.0071,0.1148,0.0001,0.0045
1222,32,0.0352,0.0042,0.0317,0.0002,0.0033
1222,64,0.0452,0.0049,0.0408,0.0002,0.0041
1222,128,0.0682,0.0046,0.0628,0.0003,0.005
1222,256,0.1183,0.0063,0.114,0.0001,0.0041
1222,512,0.2145,0.0071,0.2103,0.0001,0.004
1223,32,0.0369,0.0056,0.0328,0.0002,0.0038
1223,64,0.0461,0.0061,0.0425,0.0003,0.0033
1223,128,0.0679,0.0059,0.0639,0.0003,0.0038
1223,256,0.1193,0.0058,0.1136,0.0002,0.0056
1223,512,0.2152,0.0076,0.2111,0.0002,0.0039
1224,32,0.037,0.0049,0.0327,0.0002,0.0041
1224,64,0.0468,0.0059,0.0421,0.0003,0.0045
1224,128,0.0697,0.0067,0.065,0.0002,0.0045
1224,256,0.1185,0.0061,0.114,0.0001,0.0043
1233,32,0.0377,0.0062,0.034,0.0002,0.0035
1233,64,0.0441,0.0049,0.0399,0.0003,0.0039
1233,128,0.0669,0.005,0.0628,0.0002,0.0038
1233,256,0.1198,0.0076,0.1152,0.0001,0.0045
1234,32,0.0368,0.005,0.0325,0.0002,0.0041
