placement,local_bsz,step_time,sync_time,gpu_time,data_time,other_time
1334,2,0.1788,0.0243,0.1743,0.0003,0.0042
1334,4,0.21,0.0173,0.2041,0.0003,0.0056
1334,8,0.2899,0.0159,0.2825,0.0002,0.0072
1334,16,0.4692,0.033,0.4524,0.0003,0.0165
1344,2,0.1847,0.0254,0.1793,0.0002,0.0051
1344,4,0.2164,0.0166,0.2109,0.0003,0.0052
1344,8,0.2857,0.0103,0.279,0.0003,0.0064
1344,16,0.4602,0.0272,0.4467,0.0003,0.0131
1444,2,0.1821,0.0194,0.1776,0.0003,0.0041
1444,4,0.2152,0.0149,0.2098,0.0003,0.0051
1444,8,0.2923,0.0127,0.2857,0.0003,0.0062
1444,16,0.4607,0.0271,0.4463,0.0003,0.0141
2222,2,0.1757,0.013,0.1716,0.0003,0.0038
2222,4,0.214,0.0099,0.2089,0.0003,0.0047
2222,8,0.2794,0.0068,0.2741,0.0003,0.005
2222,16,0.4383,0.0119,0.4284,0.0003,0.0095
2223,2,0.1798,0.0216,0.1748,0.0003,0.0048
2223,4,0.2117,0.012,0.2065,0.0003,0.005
2223,8,0.2862,0.0111,0.2811,0.0003,0.0048
2223,16,0.445,0.0188,0.4323,0.0003,0.0125
2224,2,0.1798,0.0187,0.1759,0.0003,0.0036
2224,4,0.2139,0.0099,0.2091,0.0003,0.0044
2224,8,0.2882,0.0115,0.2818,0.0003,0.0061
2224,16,0.4539,0.0206,0.4365,0.0003,0.0171
2233,2,0.1753,0.0201,0.172,0.0003,0.003
2233,4,0.211,0.0147,0.2062,0.0003,0.0046
2233,8,0.2846,0.012,0.2787,0.0003,0.0056
2233,16,0.4505,0.0219,0.4349,0.0003,0.0152
2234,2,0.1815,0.0214,0.1776,0.0003,0.0037
2234,4,0.2145,0.015,0.2099,0.0003,0.0044
2234,8,0.2952,0.0157,0.2874,0.0003,0.0075
2234,16,0.449,0.0254,0.4365,0.0003,0.0122
2244,2,0.1757,0.0156,0.1719,0.0003,0.0035
2244,4,0.2124,0.011,0.2068,0.0002,0.0053
2244,8,0.2883,0.0096,0.2821,0.0003,0.0059
2244,16,0.4666,0.0344,0.4541,0.0003,0.0122
2333,2,0.1761,0.0206,0.1718,0.0003,0.004
2333,4,0.2085,0.0176,0.2045,0.0003,0.0037
2333,8,0.2854,0.012,0.2795,0.0003,0.0056
2333,16,0.4606,0.023,0.4475,0.0003,0.0127
2334,2,0.1808,0.0247,0.1761,0.0003,0.0044
2334,4,0.2117,0.0168,0.2073,0.0003,0.0041
2334,8,0.2894,0.0147,0.2832,0.0003,0.0059
2334,16,0.4648,0.0323,0.4488,0.0003,0.0157
