placement,local_bsz,step_time,sync_time,gpu_time,data_time,other_time
0001,256,0.009829812579684787,0.00038064355651537573,0.006016413370768228,0.00031571918063693575,0.003497680028279622
0001,512,0.010287576251559787,0.00039886933234002854,0.006501621670193142,0.000326342052883572,0.0034596125284830723
0001,1024,0.011618561214870876,0.0005186986592080857,0.00716922018263075,0.0005376074049207899,0.003911733627319336
0001,2048,0.01027618514166938,0.0003835022217697566,0.006200896369086371,0.0006794399685329861,0.003395848804050021
0001,4096,0.012456893920898438,0.0004844017724196116,0.008010519875420462,0.0009247991773817274,0.0035215748680962455
0001,8192,0.013287756178114146,0.0005289386709531147,0.00815727975633409,0.001857810550265842,0.003272665871514214
0001,16394,0.014069875081380207,0.0004457742157909605,0.007768154144287109,0.0030474132961697048,0.003254307640923394
0001,32768,0.018268240822686087,0.00054343111316363,0.008993837568495007,0.006238195631239149,0.0030362076229519313
0002,256,0.010829422208997937,0.0013710702260335285,0.006711747911241319,0.0002811352411905924,0.003836539056566026
0002,512,0.011739280488755966,0.0018879129025671218,0.007782008912828233,0.00034185250600179035,0.003615419069925944
0002,1024,0.010866893662346732,0.001570895983113183,0.007038195927937825,0.00043410725063747826,0.0033945904837714294
0002,2048,0.011124849319458008,0.0014012177851465012,0.006941292021009657,0.000542004903157552,0.0036415523952907985
0002,4096,0.01255210240681966,0.0015582009024090234,0.008216963873969184,0.0010082986619737414,0.0033268398708767356
0002,8192,0.013278404871622719,0.0014280249012841118,0.008115755187140571,0.0016549428304036458,0.0035077068540785047
0003,256,0.010814366517243558,0.0016367039989542078,0.006501842428136754,0.00023990207248263882,0.004072622016624168
0003,512,0.011069827609592013,0.0019683140935721215,0.007363098639029043,0.00036685555069534867,0.0033398734198676213
0003,1024,0.011549154917399083,0.0018412788399943597,0.007351628056278934,0.0004710886213514539,0.0037264382397686987
0003,2048,0.013119741722389503,0.002231419267477812,0.008222465161924005,0.0006611700411196106,0.004236106519345884
0003,4096,0.013418877566302263,0.0021501392545523463,0.008546855714586046,0.0010372179525869859,0.0038348038991292306
0003,8192,0.013996459819652415,0.0020416924291186854,0.008764169834278248,0.001682431609542281,0.0035498583758318855
0004,256,0.012609667248196071,0.002588298655218548,0.008109344376458062,0.0002597504191928439,0.004240572452545166
0004,512,0.01361434327231513,0.002780132422844569,0.008483568827311196,0.0005084209971957735,0.0046223534478081595
0004,1024,0.0146498613887363,0.0023782809078693387,0.008028235700395372,0.000575827227698432,0.006045798460642496
0004,2048,0.012770646148257785,0.0025380853414535523,0.008072740501827661,0.000611689355638292,0.004086216290791829
0004,4096,0.014754580126868352,0.0029137697915236154,0.009645362695058184,0.0011309385299682617,0.003978278901841905
0004,8192,0.014506028758154974,0.002378696888685226,0.008928411536746554,0.0017866293589274087,0.003790987862481011
0011,256,0.011289517084757485,0.0013171413375271687,0.006485170788235134,0.0002931091520521376,0.004511237144470215
0011,512,0.010170327292548284,0.0011286471055613624,0.006620142194959851,0.0003027651045057509,0.0032474199930826817
0011,1024,0.012353512975904675,0.001515423986646864,0.007735331853230794,0.00041165616777208116,0.004206524954901801
0011,2048,0.01110745800866021,0.0011892924507459007,0.006723562876383463,0.0006111992730034721,0.0037726958592732736
0011,4096,0.013240946663750542,0.0012952693336539796,0.007801029417249891,0.0010492404301961262,0.0043906768163045245
0011,8192,0.013521499103969997,0.0015000195834371777,0.008310476938883463,0.0017417404386732313,0.0034692817264133026
0012,256,0.011253922073929397,0.0017715780690864275,0.007088537569399231,0.00027292746084707747,0.003892457043683086
0012,512,0.011682324939303927,0.0017614708255838457,0.0073425239986843515,0.0003209290681061921,0.004018871872513382
0012,1024,0.012053339569656932,0.001803634970276444,0.007274274472837093,0.0004276346277307581,0.004351430469089084
0012,2048,0.013835580260665324,0.0019204088846842447,0.008370355323508933,0.0007433449780499492,0.004721879959106446
0012,4096,0.013178207256175854,0.0020557819273736735,0.008547014660305444,0.0010274516211615666,0.0036037409747088386
0012,8192,0.01521366613882559,0.0021749759934566637,0.009131943738019024,0.0017698252642596205,0.004311897136546947
0013,256,0.012644032637278238,0.0019518959985838993,0.00701728794309828,0.000281936592525906,0.005344808101654053
0013,512,0.012091007497575548,0.0023935093118084803,0.007789413134256998,0.00034369362725151907,0.003957900736067029
0013,1024,0.012467900911966959,0.001996247112751007,0.007374015119340684,0.0003933906555175781,0.004700495137108697
0013,2048,0.012760566340552434,0.002436231990655263,0.007895555761125352,0.0005984637472364637,0.00426654683219062
0013,4096,0.013275523980458576,0.0019583875702487096,0.008287794060177272,0.001015941301981608,0.003971788618299696
0013,8192,0.015226297908359103,0.002203568875789642,0.008943670325809054,0.001897825135125054,0.004384802447424994
0014,256,0.012213463253445096,0.0024347143040763003,0.007526551352606881,0.00027836693657769094,0.004408544964260525
0014,512,0.012472120920817054,0.0025857002576192218,0.008269786834716797,0.0003833823733859592,0.0038189517127143013
0014,1024,0.013885974884033203,0.003033016877704196,0.008839395311143661,0.0004754543304443359,0.004571125242445204
0014,2048,0.014552381303575303,0.0029768000019921204,0.00893917613559299,0.0007371372646755642,0.004876067903306748
0014,4096,0.015698316362169052,0.0032580729007720944,0.01012699868943956,0.0013203779856363932,0.004250939687093098
0022,256,0.014379229810502794,0.002490277333392037,0.008165445592668321,0.00027518139945136174,0.005938602818383111
0022,512,0.011605302492777506,0.0024659813377592298,0.007760637336307101,0.00033352110120985244,0.003511144055260552
0022,1024,0.012890789243910046,0.0022241466608312385,0.007696860366397433,0.0004018743832906087,0.004792054494222005
0022,2048,0.012512723604838053,0.002274992886516783,0.0077666838963826495,0.0005590915679931641,0.004186948140462239
0022,4096,0.013992150624593098,0.002517788446611828,0.00918379094865587,0.0010807977782355414,0.003727561897701687
0022,8192,0.01628586318757799,0.002317232022682825,0.009428779284159342,0.0017903712060716415,0.005066712697347005
0023,256,0.012671550114949543,0.002492537599139743,0.007599322001139323,0.00029724968804253476,0.004774978425767685
0023,512,0.012027141782972546,0.002448502050505744,0.007750940322875976,0.00036738183763292094,0.00390881962246365
0023,1024,0.015055836571587454,0.002984061874283684,0.008676274617513018,0.0004700872633192274,0.005909474690755208
0023,2048,0.014710638258192273,0.0032252266539467703,0.00962874624464247,0.0007484700944688585,0.0043334219190809455
0023,4096,0.015465386708577472,0.002539837869008382,0.009246958626641167,0.001105271445380317,0.005113156636555989
0024,256,0.01350597540537516,0.0029324165869642183,0.00838916390030472,0.00028089682261149085,0.004835914682458948
0024,512,0.01391668672914858,0.0032539146652928105,0.00869845902478253,0.00034408216123227704,0.004874145543133771
0024,1024,0.015143067748458292,0.0027070388197898863,0.008343484666612413,0.00048051498554371015,0.006319068096302172
0024,2048,0.015532970428466797,0.0038739022391813768,0.009953256006594056,0.0007371151888812029,0.004842599232991536
0024,4096,0.01575542820824517,0.003266996734672122,0.010015562728599266,0.0011109996725011753,0.004628865807144729
0033,256,0.013296471701727972,0.002813789628170154,0.008275323443942596,0.0002899081618697554,0.004731240095915618
0033,512,0.013233780860900877,0.0028208236959245464,0.008250497005603931,0.00035486397919831447,0.004628419876098633
0033,1024,0.013960595484133117,0.002665688300574267,0.008198587982742872,0.0004500459741663049,0.005311961527223938
0033,2048,0.01468223554116708,0.0036037422065381647,0.009279798578332967,0.0007892493848447445,0.004613187577989366
0033,4096,0.016468260023328993,0.003440509041150411,0.010627132874948006,0.0012854779208147965,0.004555649227566189
0034,256,0.016266807677253838,0.0036069709062576285,0.009357399410671654,0.000341752218821692,0.006567656047760492
0034,512,0.014833427610851465,0.002795087734858195,0.008105327212621295,0.00038443671332465275,0.006343663684905521
0034,1024,0.01281060491289411,0.0025516180254164197,0.007877626116313631,0.00043209015376984114,0.0045008886428106396
0034,2048,0.013119194242689342,0.0029093750034059796,0.008469838944692458,0.0007352185627770801,0.003914136735219803
0034,4096,0.016597827275594074,0.0036586285583556635,0.010229485375540597,0.0011957940601167224,0.005172547839936754
0044,256,0.013264546791712442,0.0028400982088512845,0.008221599790785046,0.00026986665195888944,0.004773080348968506
0044,512,0.013494349188274806,0.003258861341410212,0.008651653925577799,0.00036768118540445955,0.004475014077292548
0044,1024,0.014159394635094536,0.0034248862332767905,0.008857717116673786,0.0004918277263641356,0.004809849792056614
0044,2048,0.015142232179641724,0.0033380008869700953,0.00915033287472195,0.0007568531566196017,0.005235046148300171
0044,4096,0.017651663886176214,0.003989242210984229,0.011138896147410073,0.0014747977256774902,0.005037970013088649
0111,256,0.012594982429786962,0.0013596527333612795,0.006595770517985024,0.00023567235028302224,0.005763539561518915
0111,512,0.011185036765204532,0.0017591691856031063,0.0072339464116979516,0.00029434981169524006,0.003656740541811342
0111,1024,0.011756261189778643,0.001775818665822347,0.0073243070531774455,0.0004144597936559606,0.00401749434294524
0111,2048,0.01394275382713035,0.002339907582159395,0.008438463564272278,0.0006010444075972944,0.0049032458552607785
0111,4096,0.014698876274956597,0.0020542767577701143,0.008650143941243488,0.0010541191807499635,0.004994613152963145
0111,8192,0.014141047442400896,0.0017328924536705013,0.008287244372897677,0.0017576041045012296,0.004096198965001988
0112,256,0.012557506561279297,0.002415273782279755,0.007662190331353081,0.0002759363916185167,0.004619379838307698
0112,512,0.012713902526431613,0.002265703095330132,0.007708456781175401,0.0003344747755262587,0.0046709709697299534
0112,1024,0.012266377607981363,0.0020441191163327955,0.0071820881631639265,0.00040995412402682833,0.0046743353207906084
0112,2048,0.0125465194384257,0.0021682311130894554,0.007596055666605631,0.0005769862069023979,0.00437347756491767
0112,4096,0.015027609136369493,0.0022977964348263207,0.008945696883731417,0.0010348359743754068,0.005047076278262668
0112,8192,0.015331135855780706,0.0019471555484665759,0.00860098335478041,0.001763429906633165,0.004966722594367133
0113,256,0.013790957132975262,0.0026254136906729802,0.008191617329915366,0.0002708276112874349,0.00532851219177246
0113,512,0.019848182466295026,0.002190285521083407,0.007667922973632813,0.0003523773617214627,0.011827882130940756
0113,1024,0.01296494272020128,0.002207401254442003,0.007566955354478622,0.0004219690958658855,0.004976018269856771
0113,2048,0.014949787987603083,0.0030436209758122764,0.009331258138020833,0.0006822850969102649,0.004936244752671981
0113,4096,0.015291473600599499,0.0025374364508522875,0.009041738510131835,0.0010773976643880208,0.005172337426079644
