placement,local_bsz,step_time,sync_time,gpu_time,data_time,other_time
0001,5,0.18785503175523546,0.000380977773004108,0.18472356266445583,0.00020127826266818575,0.0029301908281114367
0001,10,0.2664601802825928,0.00037956977883974705,0.2631670898861355,0.00019558270772298175,0.0030975076887342664
0001,20,0.42317758666144467,0.00038292977544996466,0.41909488042195636,0.0002724064721001519,0.0038102997673882377
0001,40,0.862688488430447,0.0003825564450687832,0.8593868944380018,0.00018366177876790363,0.0031179322136773
0001,80,1.8019869327545166,0.00038090311156378846,1.7984779940711126,0.000207927491929796,0.0033010111914740666
0002,5,0.2435935338338216,0.016135724431938593,0.23768382602267793,0.0003087653054131401,0.005600942505730522
0002,10,0.3371536334355672,0.012309358384874129,0.32521487606896293,0.00019523832533094616,0.011743519041273328
0002,20,0.5040769179662068,0.020523787101109817,0.49622077412075466,0.0002020067638821072,0.007654137081570095
0002,40,0.9814587831497192,0.04385905190971162,0.9412311580446031,0.00023131900363498263,0.03999630610148111
0002,80,1.91563696331448,0.10352013374699487,1.890627344449361,0.00021351708306206594,0.024796101782057017
0003,5,0.23807666919849532,0.02392231464385986,0.23072941214949994,0.00022471392596209487,0.0071225431230333095
0003,10,0.3519554314789949,0.03439869149967475,0.344599582530834,0.0001972428074589481,0.007158606140701857
0003,20,0.5432638062371147,0.04460058410079391,0.512437343597412,0.0002034505208333333,0.03062301211886935
0003,40,0.9553922812143961,0.08191170176753289,0.9450862407684324,0.00018319377192744496,0.010122846674036094
0003,80,2.1085353339159925,0.22528105120305653,2.0517821665163387,0.00024369027879503032,0.05650947712085864
0004,5,0.24698583285013834,0.019035912864738037,0.23993776904212102,0.0001925494935777452,0.00685551431443956
0004,10,0.36061456468370223,0.03457012372546725,0.3501282731691996,0.0002524455388387044,0.010233845975663926
0004,20,0.5444101360109117,0.05093086466524336,0.5264200899336073,0.00020821889241536454,0.017781827184889052
0004,40,0.9743183387650384,0.09125283683008617,0.9606152176856995,0.00028277768029106985,0.013420343399047852
0004,80,2.2099436985121828,0.24992822978231644,2.1351808773146734,0.0003320442305670844,0.07443077696694268
0011,5,0.21009212070041228,0.015266579661104413,0.20517816808488631,0.000174668100145128,0.004739284515380859
0011,10,0.29831141895718044,0.011952675441900889,0.29192646344502765,0.00019466876983642575,0.006190286742316351
0011,20,0.48331934875912136,0.021729967825942567,0.4755620294147067,0.00020039081573486328,0.0075569285286797416
0011,40,0.9092673063278198,0.04299539160728454,0.9011895656585693,0.0001902182896931966,0.007887522379557291
0011,80,1.9050417078865898,0.09906096593538918,1.888724578751458,0.0001577668719821506,0.016159362263149686
0012,5,0.24313495777271407,0.024445599472081213,0.234850353664822,0.00022306265654387298,0.008061541451348197
0012,10,0.3534495389020001,0.037710686798448904,0.34431775410970056,0.00017828411526150172,0.00895350067703812
0012,20,0.5211574059945564,0.049174444878542854,0.5083054613184045,0.0002203959005850332,0.012631548775566945
0012,40,0.9402162057382087,0.07791193953266848,0.9255792476512766,0.00019979476928710935,0.014437163317645033
0012,80,2.0400122713159625,0.2204632716664561,2.025584344510678,0.00025520501313386134,0.014172721792150424
0013,5,0.23867218361960515,0.0227078675892618,0.23125733931859332,0.00019794040256076388,0.007216903898451063
0013,10,0.34486065308252967,0.03124540704157617,0.33576732873916626,0.0002228683895534939,0.008870455953809949
0013,20,0.5197365350193447,0.042226043810447055,0.5063011977407668,0.00020868910683525933,0.013226648171742754
0013,40,0.9592567218674554,0.08975563264224264,0.942431178357866,0.00018348296483357746,0.016642060544755723
0013,80,2.1116048163837857,0.24554626190993512,2.0594709780481124,0.00028085046344333224,0.05185298787222968
0014,5,0.2755077362060547,0.043196129046546086,0.2634447627597385,0.00021502706739637585,0.011847946378919814
0014,10,0.36176621649000384,0.04636797990269131,0.34919374783833823,0.00020374721950954856,0.012368721432156032
0014,20,0.5463266849517822,0.06959901529683006,0.5258388731214736,0.00022624863518608946,0.020261563195122612
0014,40,1.0473773161570228,0.1503436760240131,1.0311185148027209,0.00023393630981445308,0.016024865044487843
0014,80,2.1762260860866975,0.26607913517157233,2.1380650467342797,0.00023775630527072481,0.03792328304714627
0022,5,0.2464859882990519,0.019922055933210583,0.2389441927274068,0.00021611319647894963,0.007325682375166151
0022,10,0.3537867201699151,0.03250555378198623,0.34611162212159896,0.00022059016757541231,0.007454507880740695
0022,20,0.5629950298203362,0.049440588619973934,0.529585043589274,0.00025613440407647024,0.03315385182698567
0022,40,0.9827202823426988,0.09986846068832608,0.9679998424318101,0.00024641222423977323,0.014474027686648898
0022,80,2.2096155087153115,0.24455706203646124,2.100508113702138,0.00023667017618815103,0.10887072483698526
0023,5,0.25869784884982633,0.031934883753458654,0.24998407363891598,0.00018967522515190975,0.008524099985758465
0023,10,0.3707854323916965,0.045383616304397585,0.34917031394110787,0.0001933574676513672,0.021421760982937278
0023,20,0.540974834230211,0.0752316628879971,0.5266405370500352,0.00021135012308756506,0.014122947057088213
0023,40,1.0538823710547554,0.15283287605709497,1.0335443549686005,0.00020662413703070745,0.020131391949123802
0023,80,2.1408077663845484,0.27686649322509765,2.119696897930569,0.00020617379082573783,0.020904694663153756
0024,5,0.284140251300953,0.04195041632652281,0.2705193007433856,0.00024483380494294343,0.013376116752624508
0024,10,0.38338281490184645,0.04342465819694378,0.3620953648178665,0.0002665387259589301,0.021020911358020925
0024,20,0.5534895305280331,0.07091065746766549,0.5367913422761139,0.0002110004425048828,0.016487187809414335
0024,40,1.0504225227567885,0.1498716634467796,1.0319733663841528,0.00021146844934534143,0.01823768792329011
0024,80,2.377733535236782,0.35646246530833064,2.3344414896435204,0.00032529566023084853,0.042966749933030866
0033,5,0.271112773153517,0.039409069251131114,0.25841621116355606,0.0002203340883608217,0.012476227901600023
0033,10,0.37703576352861184,0.048068471824681304,0.3581646062709667,0.0002799828847249349,0.01859117437292028
0033,20,0.552172329690721,0.07356205364068348,0.5348270292635315,0.00020150343577067056,0.017143796991418905
0033,40,1.109791102232756,0.1550252063318535,1.0497865809334646,0.0002588166130913628,0.05974570468620016
0033,80,2.3664584998731257,0.32009571968184564,2.252844421951859,0.00034631181646276396,0.11326776610480414
0034,5,0.2763721488770984,0.047616617713655725,0.2671193735940115,0.00020215624854678197,0.009050619034540085
0034,10,0.3788485451350136,0.04917443388984317,0.3616985782744392,0.0002244200025285993,0.016925546858045787
0034,20,0.5748962372068372,0.08107850738555664,0.5551839518168614,0.000261560318961976,0.019450725071013916
0034,40,1.096744870382642,0.19254102524121594,1.0685107518756196,0.0002304031735374814,0.02800371533348447
0034,80,2.382485181566268,0.3375618910600268,2.2854866716596804,0.00030208390856546063,0.09669642599802165
0044,5,0.28218314713901943,0.04131486700640785,0.2674221164650387,0.00022585524453057183,0.01453517542945014
0044,10,0.375501963827345,0.04716324340303739,0.364979303545422,0.00022941165500217013,0.01029324862692091
0044,20,0.5844966140058304,0.07862459673484165,0.55372663670116,0.00021099381976657442,0.03055898348490397
0044,40,1.1018930474917092,0.17298686728543705,1.0575480196211073,0.000217543707953559,0.044127484162648514
0044,80,2.4386116796069675,0.3821340770357185,2.333885580301285,0.000320259067747328,0.10440584023793538
0111,5,0.6025688383314344,0.2086923351994267,0.5451766649881997,0.00021024103517885558,0.05718193230805573
0111,10,0.40070727136400003,0.048444469685907716,0.37673183723732273,0.00014349266334816256,0.023831941463329172
0111,20,0.5799433478602656,0.047982421557108544,0.5373546723966245,0.0001548749429208261,0.0424338005207203
0111,40,1.0663801564110649,0.0790606789809686,0.9832540971261482,0.00016191270616319444,0.08296414657875341
0111,80,2.2574904406512224,0.22171998441219326,2.147279924816555,0.00021500940676088683,0.10999550642790618
0112,5,0.2720809711350335,0.03410163935687806,0.25988031758202446,0.00018730428483751084,0.012013349268171521
0112,10,0.40140330791473383,0.04846614334318373,0.37834203905529445,0.0001742508676317003,0.022887017991807725
0112,20,0.5909054742919074,0.05683401865429347,0.546835462252299,0.00020196702745225694,0.043868045012156166
0112,40,1.0764486657248602,0.0991839825875229,1.0118669403923881,0.00019413232803344727,0.06438759300443861
0112,80,2.310620692041185,0.2463001442518499,2.162137084537082,0.0003045135074191623,0.14817909399668375
0113,5,0.26711939175923666,0.03308525012864007,0.2544120205773247,0.00016917652553982205,0.01253819465637207
0113,10,0.4041703436109754,0.052683082479900785,0.3641488022274441,0.0001954078674316406,0.03982613351609972
0113,20,0.5979888068305121,0.08543445025549995,0.5482302665710449,0.00017910533481174047,0.04957943492465549
0113,40,1.1560276561313205,0.1582407905154758,1.063769902123345,0.0001827028062608507,0.09207505120171441
0113,80,2.3829007466634113,0.2839660676134957,2.201000595092773,0.0003024154239230685,0.1815977361467149
0114,5,0.28429071550016044,0.04084504340754613,0.26830303668975825,0.00020103101377133965,0.015786647796630856
0114,10,0.4977514390592222,0.0911869741545783,0.4483135011461046,0.00022413554014982996,0.04921380237296775
0114,20,0.6034103852731211,0.07026174257419728,0.5544634086114387,0.00019742824413158277,0.048749548417550526
0114,40,1.1452176791650273,0.14245458164038474,1.0489832736827707,0.00021191879555031097,0.09602248668670654
0114,80,2.4962952931722,0.3275914611948861,2.3160081174638525,0.00033373302883572044,0.17995344267951113
0122,5,0.27377711402045357,0.03175663236512079,0.2612118085225423,0.00015773773193359378,0.012407567765977647
0122,10,0.3955372015635171,0.05072756052017212,0.3705696317884657,0.00021046002705891922,0.02475710974799261
0122,20,0.6144495752122665,0.08389528257581924,0.559126165178087,0.0001744323306613498,0.05514897770351834
0122,40,1.1811871263715956,0.16882657280498076,1.077625513076782,0.00016951031155056423,0.10339210298326279
0122,80,2.495802651511298,0.2984774559921688,2.2288668791453046,0.00036696857876247817,0.2665688037872314
0123,5,0.2854368421766493,0.0426103792587916,0.26968302991655135,0.00016206723672372323,0.015591745023374202
0123,10,0.3945626461947405,0.04601551866972887,0.36644739133340337,0.0002449618445502387,0.027870293016786923
0123,20,0.6073436516302603,0.08037710900659913,0.5579885994946513,0.00018937057918972435,0.04916568155641909
0123,40,1.1380715370178223,0.1492892525240227,1.0405720384032635,0.00019398000505235457,0.09730551860950609
